CID,OrderID,product_name,product_description,OrderDate,Quantity,OrderAmount,OrderStatus,ReturnStatus,ReturnStartDate,ReturnReceivedDate,ReturnCompletedDate,ReturnReason,Notes
6229,29599,RULER,"Made from standard FR4 dielectric with an ENIG plating finish, this ruler is designed to be an engineer's best friend

Some features include:

RLCs (Resistors, Inductors and Capacitors), Mosfets and Crystals
Formula quick guide
Footprints for some advanced packages, including memories and some ICs

All bulk orders must be charged through a cost center and submitted via a Purchase Requisition (PR) through Coupa or NVIDIA IBR. ",2024-10-06T17:50:00,2,8.0,Delayed,"",,,,,Order has been delayed due to unforeseen shipping issues.
8301,37702,NVIDIA® SHIELD™ REMOTE (2020),"Motion-activated, backlit buttons
Mic for voice search and control
Bluetooth connectivity
IR for TV control
Built-in lost remote locator
930-13700-2500-100",2024-10-05T14:30:00,2,109.98,Delivered,"",,,,,
8301,71718,JETSON NANO DEVELOPER KIT,"The power of modern AI is now available for makers, learners, and embedded developers everywhere.

NVIDIA® Jetson Nano Developer Kit is a small, powerful computer that lets you run multiple neural networks in parallel for applications like image classification, object detection, segmentation, and speech processing. All in an easy-to-use platform that runs in as little as 5 watts.

It’s simpler than ever to get started! Just insert a microSD card with the system image, boot the developer kit, and enjoy using the same NVIDIA JetPack SDK used across the NVIDIA Jetson™ family of products.

This version of Jetson Nano Developer Kit has two camera connectors.",2024-10-10T10:15:00,1,149.0,Return Requested,Requested,2024-10-12T10:00:00,,,Product did not meet the intended use for AI training.,
8301,24497,NVIDIA® GEFORCE™ RTX 4060TI 8GB,"Game, stream, create. The GeForce RTX™ 4060 Ti lets you take on the latest games and apps with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience immersive, AI-accelerated gaming with ray tracing and DLSS 3, and supercharge your creative process and productivity with NVIDIA Studio

CUDA Cores: 4352
Boost Clock: 2.54 GHz
Memory Configuration: 8GB GDDR6",2024-10-15T12:00:00,3,897.0,Returned,Approved,,2024-10-16T12:00:00,2024-11-02T12:00:00,Product was not compatible with existing setup.,
8301,53810,NVIDIA® GEFORCE RTX™ 4070 SUPER,"Product Description: Get equipped for supercharged gaming and creating with the NVIDIA® GeForce RTX™ 4070 SUPER. It’s built with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience super-fast ray tracing, AI-accelerated performance with DLSS 3, new ways to create, and much more.

CUDA Cores: 7168
Boost Clock: 2.48 GHz
Memory Configuration: 12GB GDDR6X",2024-10-01T09:00:00,1,799.0,Cancelled,"",,,,,Order was cancelled due to payment processing delay.
8301,67088,NVIDIA JETSON ORIN NANO DEVELOPER KIT,"The NVIDIA® Jetson Orin™ Nano Developer Kit sets a new standard for creating entry-level AI-powered robots, smart drones, and intelligent cameras. Compact design, lots of connectors, and up to 40 TOPS of AI performance deliver everything you need to transform your visionary concepts into reality.

With up to 80X the performance of Jetson Nano, the developer kit can run all modern AI models, including those for transformer and advanced robotics. It features a Jetson Orin Nano 8GB module, a reference carrier board that can accommodate all Orin Nano and Orin NX modules, and the power to run the entire NVIDIA AI software stack. This gives you the ideal platform for prototyping your next-gen edge AI solution.

Get started with your AI journey!",2024-10-08T16:45:00,2,999.9,In Transit,"",,,,,Order is delayed due to shipping issues.
8301,90567,NVIDIA® GEFORCE RTX™ 4070,"Get equipped for stellar gaming and creating with the NVIDIA® GeForce RTX™ 4070. It’s built with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience fast ray tracing, AI-accelerated performance with DLSS 3, new ways to create, and much more.

CUDA Cores: 5888
Boost Clock: 2.48 GHz
Memory Configuration: 12GB GDDR6X
Model 900-1G141-2544-000",2024-10-14T11:15:00,1,599.0,Returned,Approved,,2024-10-17T11:00:00,2024-11-01T11:00:00,Performance did not match expectations.,
8301,81103,NVIDIA® SHIELD™ TV PRO 2019,"NVIDIA® SHIELD® TV Pro is the supreme streaming media player - packed with features to make even the most demanding users proud. Beautifully designed to be the perfect centerpiece of your entertainment center. Enjoy a cinematic experience with stunning visuals brought to you by Dolby Vision HDR, and immersive audio with Dolby Atmos surround sound. Now powered by the latest NVIDIA Tegra X1+ processor, SHIELD TV is faster, and smarter. Level up to SHIELD TV Pro for more storage space, two USB 3.0 ports for expandability (storage expansion, USB cameras, USB keyboards and controllers, TV tuners, and more), Plex Media Server, SmartThings hub-ready (just add a SmartThings Link), AAA Android gaming, Twitch broadcasting, and 3GB RAM.",2024-10-18T15:30:00,1,199.99,Processing,"",,,,,Order is being processed.
8301,54212,MARINE LAYER CORBET FULL ZIP VEST WOMEN'S,"We took the (dare we say) famous Corbet fabric and put it in a full zip vest silhouette!

Product Details:

68% Polyester, 16% Cotton, 16% Rayon
Signature Corbet Quilted Fabric
Standard fit
Wash cold, dry low
Made responsibly in China",2024-10-06T09:45:00,4,476.0,Delivered,"",,,,,
8301,48309,COTTON TOUCH POLO WOMEN'S,"This polyester polo performs with the comfortable feel of cotton. Just right for the workday or after hours, this sophisticated style has subtle texture, manages moisture, keeps you fresher with odor-controlling technology and feels great against your skin.

Product Details:

Made from 5.8 oz. 95/5 poly/spandex jersey
Self-fabric collar
Tag-free label
Y-neck placket",2024-10-11T13:20:00,3,75.0,Returned,Rejected,,2024-10-13T13:00:00,,Product size was not as described.,Return was rejected due to incorrect size selection.
8301,43853,NIKE 2.0 POLO MEN'S,"100% polyester Dri-FIT fabric
Flat knit collar and three-button placket
Rolled-forward shoulder seams
Open hem sleeves and open hem
Contrast Swoosh logo is embroidered on the left sleeve",2024-10-09T08:30:00,2,80.0,Delivered,"",,,,,
7154,22723,NVIDIA® SHIELD™ REMOTE (2020),"Motion-activated, backlit buttons
Mic for voice search and control
Bluetooth connectivity
IR for TV control
Built-in lost remote locator
930-13700-2500-100",2024-10-05T12:30:00,2,109.98,Delivered,"",,,,,
7154,85009,NVIDIA® GEFORCE™ RTX 4060TI 8GB,"Game, stream, create. The GeForce RTX™ 4060 Ti lets you take on the latest games and apps with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience immersive, AI-accelerated gaming with ray tracing and DLSS 3, and supercharge your creative process and productivity with NVIDIA Studio

CUDA Cores: 4352
Boost Clock: 2.54 GHz
Memory Configuration: 8GB GDDR6",2024-10-09T09:00:00,1,299.0,Returned,Approved,2024-10-10T09:00:00,2024-10-12T09:00:00,2024-10-27T09:00:00,"Too complex for my needs, found it overwhelming.",
7154,34078,NVIDIA® SHIELD™ TV PRO 2019,"NVIDIA® SHIELD® TV Pro is the supreme streaming media player - packed with features to make even the most demanding users proud. Beautifully designed to be the perfect centerpiece of your entertainment center. Enjoy a cinematic experience with stunning visuals brought to you by Dolby Vision HDR, and immersive audio with Dolby Atmos surround sound. Now powered by the latest NVIDIA Tegra X1+ processor, SHIELD TV is faster, and smarter. Level up to SHIELD TV Pro for more storage space, two USB 3.0 ports for expandability (storage expansion, USB cameras, USB keyboards and controllers, TV tuners, and more), Plex Media Server, SmartThings hub-ready (just add a SmartThings Link), AAA Android gaming, Twitch broadcasting, and 3GB RAM.",2024-10-15T15:00:00,1,199.99,Returned,Rejected,2024-10-16T15:00:00,2024-10-18T15:00:00,,Device stopped working after one week.,Device malfunctioned and is not covered under warranty.
7154,42084,NVIDIA® GEFORCE RTX™ 4080,"The NVIDIA® GeForce RTX™ 4080 delivers the ultra performance and features that enthusiast gamers and creators demand. Bring your games and creative projects to life with ray tracing and AI-powered graphics. It's powered by the ultra-efficient NVIDIA Ada Lovelace architecture and 16GB of superfast G6X memory.

CUDA Cores: 9728
Boost Clock: 2.51 GHz
Memory Configuration: 16GB GDDR6X
Please refer to the graphics card comparison page for a full list of specifications: https://www.nvidia.com/en-us/geforce/graphics-cards/compare/",2024-10-11T10:30:00,1,1199.0,In Transit,"",,,,,
7154,89884,NVIDIA JETSON ORIN NANO DEVELOPER KIT,"The NVIDIA® Jetson Orin™ Nano Developer Kit sets a new standard for creating entry-level AI-powered robots, smart drones, and intelligent cameras. Compact design, lots of connectors, and up to 40 TOPS of AI performance deliver everything you need to transform your visionary concepts into reality.

With up to 80X the performance of Jetson Nano, the developer kit can run all modern AI models, including those for transformer and advanced robotics. It features a Jetson Orin Nano 8GB module, a reference carrier board that can accommodate all Orin Nano and Orin NX modules, and the power to run the entire NVIDIA AI software stack. This gives you the ideal platform for prototyping your next-gen edge AI solution.

Get started with your AI journey!",2024-10-20T11:00:00,1,499.95,Delivered,"",,,,,
7154,46993,NVIDIA® SHIELD™ TV 2019,"NVIDIA® SHIELD® TV is the ultimate streaming media player for the modern living room. Enjoy a cinematic experience with stunning visuals brought to you by Dolby Vision HDR, and immersive audio with Dolby Atmos surround sound. The new SHIELD TV is compact, stealth, and designed to disappear behind your entertainment center, right along with your cables. Now powered by the latest NVIDIA Tegra X1+ processor, SHIELD TV is faster, and smarter. Level up. Experience more.",2024-10-03T14:00:00,3,597.0,Cancelled,"",,,,,Order cancelled upon request due to a change in need.
7154,9205,NVIDIA® GEFORCE RTX™ 4070 SUPER,"Product Description: Get equipped for supercharged gaming and creating with the NVIDIA® GeForce RTX™ 4070 SUPER. It’s built with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience super-fast ray tracing, AI-accelerated performance with DLSS 3, new ways to create, and much more.

CUDA Cores: 7168
Boost Clock: 2.48 GHz
Memory Configuration: 12GB GDDR6X",2024-10-08T13:00:00,4,3196.0,Returned,Approved,2024-10-09T13:00:00,2024-10-11T13:00:00,2024-10-26T13:00:00,Product did not meet performance expectations.,
7154,22931,VICTORINOX LAPTOP WOMEN'S TOTE,"16"" Women's Laptop Tote
Padded 15.6"" laptop compartment and dedicated 10"" tablet pocket
Essentials organizer with anti-scratch lining
Feet protect the bottom of the bag
Interior zippered pocket
Removable adjustable shoulder strap
Rear pocket unzips to become a Pass-Thru trolley sleeve to slide over the handle of wheeled luggage for easy travel",2024-10-06T08:00:00,2,280.0,Return Requested,Requested,2024-10-07T08:00:00,,,Color mismatch; ordered thinking it was black.,
7154,93937,MARINE LAYER CORBET FULL ZIP VEST MEN'S,"We took the (dare we say) famous Corbet fabric and put it in a full zip vest silhouette!

68% Polyester, 16% Cotton, 16% Rayon
Signature Corbet Quilted Fabric
Standard fit
Wash cold, dry low
Made responsibly in China",2024-10-04T14:45:00,1,119.0,Shipped,"",,,,,
7154,28089,NIKE 2.0 POLO MEN'S,"100% polyester Dri-FIT fabric
Flat knit collar and three-button placket
Rolled-forward shoulder seams
Open hem sleeves and open hem
Contrast Swoosh logo is embroidered on the left sleeve",2024-10-14T17:30:00,4,160.0,Out for Delivery,"",,,,,
4706,83007,NVIDIA® GEFORCE RTX™ 4090,"The NVIDIA® GeForce RTX® 4090 is the ultimate GeForce GPU. It brings an enormous leap in performance, efficiency, and AI-powered graphics. Experience ultra-high performance gaming, incredibly detailed virtual worlds, unprecedented productivity, and new ways to create. It’s powered by the NVIDIA Ada Lovelace architecture and comes with 24 GB of G6X memory to deliver the ultimate experience for gamers and creators.

CUDA Cores: 16384
Boost Clock: 2.52 GHz
Memory Configuration: 24GB GDDR6X

Please refer to the graphics card comparison page for a full list of specifications: https://www.nvidia.com/en-us/geforce/graphics-cards/compare/",2024-10-05T10:00:00,2,3198.0,Returned,Approved,2024-10-06T10:00:00,2024-10-09T10:00:00,2024-10-25T10:00:00,Device did not meet performance expectations for high-end gaming.,
4706,18855,NVIDIA JETSON ORIN NANO DEVELOPER KIT,"The NVIDIA® Jetson Orin™ Nano Developer Kit sets a new standard for creating entry-level AI-powered robots, smart drones, and intelligent cameras. Compact design, lots of connectors, and up to 40 TOPS of AI performance deliver everything you need to transform your visionary concepts into reality.

With up to 80X the performance of Jetson Nano, the developer kit can run all modern AI models, including those for transformer and advanced robotics. It features a Jetson Orin Nano 8GB module, a reference carrier board that can accommodate all Orin Nano and Orin NX modules, and the power to run the entire NVIDIA AI software stack. This gives you the ideal platform for prototyping your next-gen edge AI solution.

Get started with your AI journey!",2024-10-10T10:00:00,1,499.95,Delivered,"",,,,,
4706,76125,NVIDIA® SHIELD™ REMOTE (2020),"Motion-activated, backlit buttons
Mic for voice search and control
Bluetooth connectivity
IR for TV control
Built-in lost remote locator
930-13700-2500-100",2024-10-15T10:00:00,3,164.97,Return Requested,Requested,2024-10-16T10:00:00,,,Remote control frequently disconnects during use.,
4706,70214,NVIDIA® SHIELD™ TV PRO 2019,"NVIDIA® SHIELD® TV Pro is the supreme streaming media player - packed with features to make even the most demanding users proud. Beautifully designed to be the perfect centerpiece of your entertainment center. Enjoy a cinematic experience with stunning visuals brought to you by Dolby Vision HDR, and immersive audio with Dolby Atmos surround sound. Now powered by the latest NVIDIA Tegra X1+ processor, SHIELD TV is faster, and smarter. Level up to SHIELD TV Pro for more storage space, two USB 3.0 ports for expandability (storage expansion, USB cameras, USB keyboards and controllers, TV tuners, and more), Plex Media Server, SmartThings hub-ready (just add a SmartThings Link), AAA Android gaming, Twitch broadcasting, and 3GB RAM.",2024-10-05T10:00:00,1,199.99,Shipped,"",,,,,
4706,50036,NVIDIA® GEFORCE RTX™ 4070,"Get equipped for stellar gaming and creating with the NVIDIA® GeForce RTX™ 4070. It’s built with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience fast ray tracing, AI-accelerated performance with DLSS 3, new ways to create, and much more.

CUDA Cores: 5888
Boost Clock: 2.48 GHz
Memory Configuration: 12GB GDDR6X
Model 900-1G141-2544-000",2024-10-02T10:00:00,1,599.0,Return Requested,Pending Approval,2024-10-03T10:00:00,,,Graphics card did not meet compatibility requirements.,
4706,41445,NVIDIA® GEFORCE RTX™ 4080,"The NVIDIA® GeForce RTX™ 4080 delivers the ultra performance and features that enthusiast gamers and creators demand. Bring your games and creative projects to life with ray tracing and AI-powered graphics. It's powered by the ultra-efficient NVIDIA Ada Lovelace architecture and 16GB of superfast G6X memory.

CUDA Cores: 9728
Boost Clock: 2.51 GHz
Memory Configuration: 16GB GDDR6X
Please refer to the graphics card comparison page for a full list of specifications: https://www.nvidia.com/en-us/geforce/graphics-cards/compare/",2024-10-12T10:00:00,2,2398.0,Cancelled,"",,,,,Order cancelled due to pricing error.
4706,34172,JETSON NANO DEVELOPER KIT,"The power of modern AI is now available for makers, learners, and embedded developers everywhere.

NVIDIA® Jetson Nano Developer Kit is a small, powerful computer that lets you run multiple neural networks in parallel for applications like image classification, object detection, segmentation, and speech processing. All in an easy-to-use platform that runs in as little as 5 watts.

It’s simpler than ever to get started! Just insert a microSD card with the system image, boot the developer kit, and enjoy using the same NVIDIA JetPack SDK used across the NVIDIA Jetson™ family of products.

This version of Jetson Nano Developer Kit has two camera connectors.",2024-10-07T10:00:00,4,596.0,Delivered,"",,,,,
4706,37929,32 OZ. NVIDIA ICONOGRAPHY BOTTLE,"The CamelBak Mag bottle is made from Eastman Tritan RENEW, a durable and sustainable material containing 50% recycled plastic. The bottle is shatter-, stain- and odor-resistant, and it's wide mouth makes it easy to fill or clean. The two-finger magnetic carry handle keeps the cap stowed while drinking, and the angled spout provides a high flow of water without sloshing or spilling. BPA-free.

Product Details:

Dimensions: 9.50"" H x 3.70""W x 3.70"" D
Single-wall construction
Handwash only
Spill-proof with included lid
32 oz.",2024-10-08T10:00:00,5,140.0,Returned,Rejected,2024-10-09T10:00:00,2024-10-11T10:00:00,,Item arrived with a dent and scratches.,Return request rejected due to signs of use.
4706,63422,COMPUTER CARE KIT,"Whether you want to show off some cool laptop stickers, clean your electronics in style or cover your webcam, this is the kit for you!

This Computer Care Kit contains:

Razor Webcam Cover
Screen cleaner
5-piece sticker set (Features 2 new sheet designs and 3 NVIDIA stickers)
Size: 7"" x 9""",2024-10-01T10:00:00,2,24.0,In Transit,"",,,,,
4706,44400,14 OZ. NVIDIA LOGO MUG,"14 oz. ceramic mug features a barrel design, large handle, matte exterior finish and gloss colored interior.

Product Details:

3-5/8"" H x 3-5/8 (5 w/handle)""
Hand wash recommended
Microwave safe",2024-10-20T10:00:00,6,45.0,Delivered,"",,,,,
4402,64056,NVIDIA® GEFORCE RTX™ 4070,"Get equipped for stellar gaming and creating with the NVIDIA® GeForce RTX™ 4070. It’s built with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience fast ray tracing, AI-accelerated performance with DLSS 3, new ways to create, and much more.

CUDA Cores: 5888
Boost Clock: 2.48 GHz
Memory Configuration: 12GB GDDR6X
Model 900-1G141-2544-000",2024-10-10T10:00:00,3,1797.0,Returned,Approved,2024-10-13T10:00:00,2024-10-15T10:00:00,2024-10-30T10:00:00,Item did not meet performance expectations for gaming.,
4402,33037,NVIDIA® SHIELD™ TV PRO 2019,"NVIDIA® SHIELD® TV Pro is the supreme streaming media player - packed with features to make even the most demanding users proud. Beautifully designed to be the perfect centerpiece of your entertainment center. Enjoy a cinematic experience with stunning visuals brought to you by Dolby Vision HDR, and immersive audio with Dolby Atmos surround sound. Now powered by the latest NVIDIA Tegra X1+ processor, SHIELD TV is faster, and smarter. Level up to SHIELD TV Pro for more storage space, two USB 3.0 ports for expandability (storage expansion, USB cameras, USB keyboards and controllers, TV tuners, and more), Plex Media Server, SmartThings hub-ready (just add a SmartThings Link), AAA Android gaming, Twitch broadcasting, and 3GB RAM.",2024-10-05T10:00:00,1,199.99,Delivered,"",,,,,
4402,7161,NVIDIA JETSON ORIN NANO DEVELOPER KIT,"The NVIDIA® Jetson Orin™ Nano Developer Kit sets a new standard for creating entry-level AI-powered robots, smart drones, and intelligent cameras. Compact design, lots of connectors, and up to 40 TOPS of AI performance deliver everything you need to transform your visionary concepts into reality.

With up to 80X the performance of Jetson Nano, the developer kit can run all modern AI models, including those for transformer and advanced robotics. It features a Jetson Orin Nano 8GB module, a reference carrier board that can accommodate all Orin Nano and Orin NX modules, and the power to run the entire NVIDIA AI software stack. This gives you the ideal platform for prototyping your next-gen edge AI solution.

Get started with your AI journey!",2024-10-01T10:00:00,2,999.9,Return Requested,Requested,2024-10-03T10:00:00,,,Product did not work as expected for AI development.,
4402,70054,NVIDIA® SHIELD™ TV 2019,"NVIDIA® SHIELD® TV is the ultimate streaming media player for the modern living room. Enjoy a cinematic experience with stunning visuals brought to you by Dolby Vision HDR, and immersive audio with Dolby Atmos surround sound. The new SHIELD TV is compact, stealth, and designed to disappear behind your entertainment center, right along with your cables. Now powered by the latest NVIDIA Tegra X1+ processor, SHIELD TV is faster, and smarter. Level up. Experience more.",2024-10-12T10:00:00,1,199.0,Shipped,"",,,,,
4402,8542,JETSON NANO DEVELOPER KIT,"The power of modern AI is now available for makers, learners, and embedded developers everywhere.

NVIDIA® Jetson Nano Developer Kit is a small, powerful computer that lets you run multiple neural networks in parallel for applications like image classification, object detection, segmentation, and speech processing. All in an easy-to-use platform that runs in as little as 5 watts.

It’s simpler than ever to get started! Just insert a microSD card with the system image, boot the developer kit, and enjoy using the same NVIDIA JetPack SDK used across the NVIDIA Jetson™ family of products.

This version of Jetson Nano Developer Kit has two camera connectors.",2024-10-15T10:00:00,2,298.0,In Transit,"",,,,,
4402,99659,NVIDIA® GEFORCE RTX™ 4070 SUPER,"Product Description: Get equipped for supercharged gaming and creating with the NVIDIA® GeForce RTX™ 4070 SUPER. It’s built with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience super-fast ray tracing, AI-accelerated performance with DLSS 3, new ways to create, and much more.

CUDA Cores: 7168
Boost Clock: 2.48 GHz
Memory Configuration: 12GB GDDR6X",2024-10-18T10:00:00,1,799.0,Cancelled,"",,,,,Order was cancelled before shipping due to payment issue.
4402,65954,NVIDIA® GEFORCE™ RTX 4060TI 8GB,"Game, stream, create. The GeForce RTX™ 4060 Ti lets you take on the latest games and apps with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience immersive, AI-accelerated gaming with ray tracing and DLSS 3, and supercharge your creative process and productivity with NVIDIA Studio

CUDA Cores: 4352
Boost Clock: 2.54 GHz
Memory Configuration: 8GB GDDR6",2024-10-02T10:00:00,4,1196.0,Delivered,"",,,,,
4402,73966,25 OZ. NVIDIA ICONOGRAPHY BOTTLE,"The CamelBak® eddy®+ water bottle is made from Eastman Tritan™ RENEW, a durable and sustainable material containing 50% recycled plastic. The bottle is shatter, stain and odor-resistant, and its wide mouth makes it easy to fill or clean. Enjoy spill-proof sipping at work or on the trail thanks to the screw-on lid with bite valve and one-finger carry handle. BPA-free

Product Details:

Dimensions: 10.0"" H x 3.0""W x 3.0"" D
Single-wall construction
Handwash only
Straw Top
25 oz.",2024-10-07T10:00:00,8,192.0,Returned,Approved,2024-10-10T10:00:00,2024-10-12T10:00:00,2024-10-27T10:00:00,"Quality issue with material, leak during use.",
4402,52719,GEFORCE 40-SERIES ALUMINUM COASTER,"A custom-engraved drink coaster made from a solid piece of aluminum with a cork backing.  Durable and long-lasting.  Laser engraved design.

Product Details:

Material: Black Aluminum",2024-10-04T10:00:00,5,75.0,Processing,"",,,,,Order processing longer than expected due to high demand.
4402,41544,NVIDIA CORDUROY HAT,"100% cotton corduroy
6-panel
Unstructured
Low-profile",2024-10-06T10:00:00,6,108.0,Out for Delivery,"",,,,,
6301,85763,NVIDIA® GEFORCE RTX™ 4080,"The NVIDIA® GeForce RTX™ 4080 delivers the ultra performance and features that enthusiast gamers and creators demand. Bring your games and creative projects to life with ray tracing and AI-powered graphics. It's powered by the ultra-efficient NVIDIA Ada Lovelace architecture and 16GB of superfast G6X memory.

CUDA Cores: 9728
Boost Clock: 2.51 GHz
Memory Configuration: 16GB GDDR6X
Please refer to the graphics card comparison page for a full list of specifications: https://www.nvidia.com/en-us/geforce/graphics-cards/compare/",2024-10-05T10:30:00,2,2398.0,Delivered,"",,,,,
6301,91283,NVIDIA® SHIELD™ TV PRO 2019,"NVIDIA® SHIELD® TV Pro is the supreme streaming media player - packed with features to make even the most demanding users proud. Beautifully designed to be the perfect centerpiece of your entertainment center. Enjoy a cinematic experience with stunning visuals brought to you by Dolby Vision HDR, and immersive audio with Dolby Atmos surround sound. Now powered by the latest NVIDIA Tegra X1+ processor, SHIELD TV is faster, and smarter. Level up to SHIELD TV Pro for more storage space, two USB 3.0 ports for expandability (storage expansion, USB cameras, USB keyboards and controllers, TV tuners, and more), Plex Media Server, SmartThings hub-ready (just add a SmartThings Link), AAA Android gaming, Twitch broadcasting, and 3GB RAM.",2024-10-12T14:00:00,1,199.99,Delivered,"",,,,,
6301,23540,NVIDIA® SHIELD™ REMOTE (2020),"Motion-activated, backlit buttons
Mic for voice search and control
Bluetooth connectivity
IR for TV control
Built-in lost remote locator
930-13700-2500-100",2024-10-15T09:25:00,3,164.97,Returned,Approved,2024-10-17T09:25:00,2024-10-18T09:25:00,2024-10-22T09:25:00,The remote was non-responsive and not connecting as expected.,
6301,49362,JETSON NANO DEVELOPER KIT,"The power of modern AI is now available for makers, learners, and embedded developers everywhere.

NVIDIA® Jetson Nano Developer Kit is a small, powerful computer that lets you run multiple neural networks in parallel for applications like image classification, object detection, segmentation, and speech processing. All in an easy-to-use platform that runs in as little as 5 watts.

It’s simpler than ever to get started! Just insert a microSD card with the system image, boot the developer kit, and enjoy using the same NVIDIA JetPack SDK used across the NVIDIA Jetson™ family of products.

This version of Jetson Nano Developer Kit has two camera connectors.",2024-10-02T11:15:00,1,149.0,Cancelled,"",,,,,Order was cancelled due to shipping delays.
6301,49513,NVIDIA® GEFORCE RTX™ 4070,"Get equipped for stellar gaming and creating with the NVIDIA® GeForce RTX™ 4070. It’s built with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience fast ray tracing, AI-accelerated performance with DLSS 3, new ways to create, and much more.

CUDA Cores: 5888
Boost Clock: 2.48 GHz
Memory Configuration: 12GB GDDR6X
Model 900-1G141-2544-000",2024-10-09T13:30:00,4,2396.0,Returned,Requested,2024-10-14T13:30:00,2024-10-16T13:30:00,,The graphics card was incompatible with current system requirements.,
6301,26879,NVIDIA® GEFORCE™ RTX 4060TI 8GB,"Game, stream, create. The GeForce RTX™ 4060 Ti lets you take on the latest games and apps with the ultra-efficient NVIDIA Ada Lovelace architecture. Experience immersive, AI-accelerated gaming with ray tracing and DLSS 3, and supercharge your creative process and productivity with NVIDIA Studio

CUDA Cores: 4352
Boost Clock: 2.54 GHz
Memory Configuration: 8GB GDDR6",2024-10-20T15:00:00,5,1495.0,Shipped,"",,,,,
6301,95899,NVIDIA® GEFORCE RTX™ 4090,"The NVIDIA® GeForce RTX® 4090 is the ultimate GeForce GPU. It brings an enormous leap in performance, efficiency, and AI-powered graphics. Experience ultra-high performance gaming, incredibly detailed virtual worlds, unprecedented productivity, and new ways to create. It’s powered by the NVIDIA Ada Lovelace architecture and comes with 24 GB of G6X memory to deliver the ultimate experience for gamers and creators.

CUDA Cores: 16384
Boost Clock: 2.52 GHz
Memory Configuration: 24GB GDDR6X

Please refer to the graphics card comparison page for a full list of specifications: https://www.nvidia.com/en-us/geforce/graphics-cards/compare/",2024-10-08T16:45:00,1,1599.0,In Transit,"",,,,,
6301,8395,NVIDIA FLOW LARGE MOUSEPAD,"Dimensions: 27.20"" x 11.75""
2.22 sq. ft. of full-color space
Anti-slip base keeps the mousepad from sliding around
Smooth surface for maximized speed, accuracy, and control
Crafted so edges remain flat
For use on any flat, hard surface",2024-10-04T08:10:00,5,100.0,Processing,"",,,,,Order is processing longer than expected.
6301,64566,MEN'S BEYOND YOGA CREW T-SHIRT - DARKEST NIGHT,"Beyond Yoga Featherweight Always Beyond Crew T-shirt is a classic top you can wear anytime, anywhere.  Darkest Night

Product Details:

Lightweight, ultrasoft
4-way stretch fabric
Crew neckline
Classic fit
94% Polyester 6% Elastane",2024-10-19T12:15:00,1,66.0,Delivered,"",,,,,
6301,55675,OGIO® STRATAGEM BACKPACK,"Materials: 600D Oxford polyester, 420D dobby polyester
Padded fleece-lined interior laptop compartment fits most 17"" laptops
Integrated foam panels keep your electronics and other valuables protected
Padded tablet/e-reader sleeve
Large main compartment for books, binders and files
Padded back panel with moisture-wicking air mesh
Dual side water bottle/accessory holders
Easy access front stash pocket",2024-10-11T19:45:00,2,200.0,Returned,Rejected,2024-10-16T19:45:00,2024-10-17T19:45:00,,The bag arrived with a manufacturing defect.,Returns not accepted for items with visible defects.
